单位名称,证书编号,资质等级,行政区划,业务范围
西安腾达测绘科技有限公司,甲测资字6100554,甲级,陕西,"甲级：摄影测量与遥感：摄影测量与遥感外业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、水利工程测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘；地图编制：地形图、其他专用地图。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、三角测量(三等以下)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感内业；地理信息系统工程：地理信息软件开发；工程测量：变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)；不动产测绘：行政区域界线测绘；地图编制：电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)。***"
西安建材地质工程勘察院,甲测资字6100275,甲级,陕西,"甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发；不动产测绘：房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
西安华泰测绘工程有限公司,甲测资字6100601,甲级,陕西,甲级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘。***
西安思达迈尔测绘工程有限公司,甲测资字6100473,甲级,陕西,"甲级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量；不动产测绘：地籍测绘、房产测绘。***
乙级：不动产测绘：行政区域界线测绘；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
西安中策资讯科技有限责任公司,甲测资字6100392,甲级,陕西,"甲级：测绘航空摄影：无人飞行器航摄；摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、市政工程测量、线路与桥隧测量、矿山测量；不动产测绘；地图编制：地形图、电子地图、真三维地图、其他专用地图。***
乙级：工程测量：变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)。***"
咸阳市勘察测绘院,甲测资字6100133,甲级,陕西,"甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量。***
乙级：工程测量：地下管线测量(管线长度300km以下。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘。***"
西安悦创测绘技术有限公司,甲测资字6100592,甲级,陕西,甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、矿山测量。***
西安西北有色金属测绘院有限公司,甲测资字6100293,甲级,陕西,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、水准测量(三等以下)、三角测量(三等以下)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；工程测量：工程测量监理(相应于上述限额。)；不动产测绘：行政区域界线测绘。***"
西安鹰翔测绘科技有限责任公司,甲测资字6100511,甲级,陕西,甲级：测绘航空摄影：一般航摄。***
西安中勘工程有限公司,甲测资字6100034,甲级,陕西,"甲级：大地测量：卫星定位测量、重力测量；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量；不动产测绘：地籍测绘、房产测绘、不动产测绘监理。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)；工程测量：水利工程测量(不得承担特大型水利水电工程。)、地下管线测量(管线长度300km以下。)、矿山测量(矿区控制面积200平方公里以下。)；不动产测绘：行政区域界线测绘；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
西北综合勘察设计研究院,甲测资字6100043,甲级,陕西,"甲级：工程测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息软件开发、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、全球导航卫星系统连续运行基准站网位置数据服务(设区的市级行政区域以下。不得提供国家和区域坐标参考框架服务。不得提供优于0.1m精度的位置数据服务。)、水准测量(三等以下)、三角测量(三等以下)、大地测量数据处理(相应于上述限额)。***"
西安铁一院工程咨询监理有限责任公司,甲测资字6100019,甲级,陕西,甲级：摄影测量与遥感：摄影测量与遥感外业；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、矿山测量。***
中交第二公路工程局有限公司,甲测资字6100563,甲级,陕西,甲级：工程测量：控制测量、地形测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量。***
中交第一公路勘察设计研究院有限公司,甲测资字6100052,甲级,陕西,甲级：工程测量：控制测量、地形测量、线路与桥隧测量、建筑工程测量。***
中国地震局第二监测中心,甲测资字6100313,甲级,陕西,"甲级：大地测量：卫星定位测量、水准测量、重力测量、大地测量数据处理。***
乙级：工程测量：控制测量(三等以下。)、地形测量(1：500比例尺，30平方公里以下；1：1000比例尺，50平方公里以下；1：2000比例尺，80平方公里以下；1：5000比例尺，100平方公里以下；1：1万比例尺，200平方公里以下。)、变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)、建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)、线路与桥隧测量(300km以下的线路，多孔跨径总长在100m以下的桥梁，4km以下的隧道。)、矿山测量(矿区控制面积200平方公里以下。)、工程测量监理(相应于上述限额。)。***"
中国电力工程顾问集团西北电力设计院有限公司,甲测资字6100329,甲级,陕西,"甲级：摄影测量与遥感：摄影测量与遥感外业；工程测量：控制测量、地形测量、建筑工程测量、变形形变与精密测量、线路与桥隧测量。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发；工程测量：规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)、矿山测量(矿区控制面积200平方公里以下。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘。***"
中国水电建设集团十五工程局有限公司,甲测资字6100383,甲级,陕西,甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、矿山测量、工程测量监理。***
中国电建集团西北勘测设计研究院有限公司,甲测资字6100527,甲级,陕西,"甲级：工程测量；不动产测绘。***
乙级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)。***"
中国有色金属工业西安勘察设计研究院有限公司,甲测资字6100070,甲级,陕西,"甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量；不动产测绘：地籍测绘、房产测绘。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)；工程测量：地下管线测量(管线长度300km以下。)；不动产测绘：行政区域界线测绘。***"
中国水利水电第三工程局有限公司,甲测资字6100188,甲级,陕西,甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量。***
中陕核工业集团地质调查院有限公司,甲测资字6100610,甲级,陕西,甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、矿山测量；不动产测绘：地籍测绘、房产测绘。***
中陕核工业集团测绘院有限公司,甲测资字6100205,甲级,陕西,"甲级：大地测量：三角测量、卫星定位测量；测绘航空摄影：无人飞行器航摄；摄影测量与遥感：摄影测量与遥感内业、摄影测量与遥感外业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、矿山测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
中铁一局集团有限公司,甲测资字6100124,甲级,陕西,"甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、三角测量(三等以下)、水准测量(三等以下)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)。***"
中煤西安设计工程有限责任公司,甲测资字6100118,甲级,陕西,"甲级：工程测量：控制测量、地形测量、线路与桥隧测量、矿山测量、规划测量、建筑工程测量、市政工程测量、地下管线测量。***
乙级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘。***"
中铁十七局集团第二工程有限公司,甲测资字6100412,甲级,陕西,甲级：工程测量：控制测量、地形测量、规划测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、矿山测量。***
中铁第一勘察设计院集团有限公司,甲测资字6100089,甲级,陕西,"甲级：大地测量：水准测量、三角测量、大地测量数据处理；测绘航空摄影：一般航摄；摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息软件开发；工程测量：控制测量、地形测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、工程测量监理；不动产测绘：地籍测绘。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)；地理信息系统工程：地理信息系统及数据库建设(设区的市级行政区域以下。)；不动产测绘：房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)；海洋测绘：海岸地形测量(100平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
中煤航测遥感集团有限公司,甲测资字6100482,甲级,陕西,"甲级：测绘航空摄影：一般航摄、无人飞行器航摄、倾斜航摄；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业、摄影测量与遥感监理；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘、不动产测绘监理；地图编制：地形图、电子地图、真三维地图、其他专用地图；互联网地图服务：地理位置定位、地理信息上传标注、地图数据库开发。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、全球导航卫星系统连续运行基准站网位置数据服务(设区的市级行政区域以下。不得提供国家和区域坐标参考框架服务。不得提供优于0.1m精度的位置数据服务。)、水准测量(三等以下)、三角测量(三等以下)、大地测量数据处理(相应于上述限额)；工程测量：变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)；不动产测绘：不动产测绘监理(相应于上述限额。)。***"
中铁一局集团宝鸡精密测绘工程有限公司,甲测资字6100179,甲级,陕西,"甲级：工程测量。***
乙级：摄影测量与遥感：摄影测量与遥感外业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘。***"
中冶地集团西北岩土工程有限公司,甲测资字6100021,甲级,陕西,"甲级：地理信息系统工程：地理信息数据采集；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
自然资源部第一航测遥感院（陕西省第五测绘工程院）,甲测资字6100151,甲级,陕西,"甲级：摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、水利工程测量、线路与桥隧测量、矿山测量；不动产测绘。***
乙级：地图编制；测绘航空摄影：一般航摄(影像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)、无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；互联网地图服务；工程测量：变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)、地下管线测量(管线长度300km以下。)、工程测量监理(相应于上述限额。)。***"
自然资源部第二地形测量队（陕西省第三测绘工程院）,甲测资字6100338,甲级,陕西,"甲级：大地测量：卫星定位测量、水准测量、三角测量；摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；互联网地图服务：地理位置定位、地理信息上传标注；工程测量：地下管线测量(管线长度300km以下。)、工程测量监理(相应于上述限额。)；测绘航空摄影：一般航摄(影像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)、无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；不动产测绘：不动产测绘监理(相应于上述限额。)。***"
自然资源部第一大地测量队（自然资源部精密工程测量院、陕西省第一测绘工程院）,甲测资字6100142,甲级,陕西,"甲级：大地测量；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量；不动产测绘：地籍测绘、行政区域界线测绘。***
乙级：测绘航空摄影：一般航摄(影像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)、无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；不动产测绘：房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)；地理信息系统工程：地面移动测量、地理信息系统工程监理(相应于上述限额。)；海洋测绘：海域权属测绘、海岸地形测量(100平方公里以下。)、水深测量(100平方公里以下。)、水文观测(100平方公里以下。)、海洋工程测量(100平方公里以下。)。***"
自然资源部第一地理信息制图院（陕西省第六测绘地理信息工程院）,甲测资字6100347,甲级,陕西,"甲级：摄影测量与遥感；地理信息系统工程；工程测量；不动产测绘；地图编制。***
乙级：大地测量；测绘航空摄影；互联网地图服务；摄影测量与遥感；地理信息系统工程；工程测量；不动产测绘；地图编制。***"
自然资源部第一地形测量队（陕西省第二测绘工程院）,甲测资字6100061,甲级,陕西,"甲级：摄影测量与遥感；工程测量；不动产测绘；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；大地测量：卫星定位测量、水准测量、三角测量。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
自然资源部陕西基础地理信息中心（自然资源部陕西测绘资料档案馆）,甲测资字6100109,甲级,陕西,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；互联网地图服务；地图编制：地形图、电子地图、其他专用地图。***
乙级：摄影测量与遥感：摄影测量与遥感内业；工程测量：控制测量(三等以下。)、地形测量(1：500比例尺，30平方公里以下；1：1000比例尺，50平方公里以下；1：2000比例尺，80平方公里以下；1：5000比例尺，100平方公里以下；1：1万比例尺，200平方公里以下。)、规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)、建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)、线路与桥隧测量(300km以下的线路，多孔跨径总长在100m以下的桥梁，4km以下的隧道。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)。***"
自然资源部大地测量数据处理中心(国家测绘档案资料馆大地测量档案分馆、陕西省第四测绘工程院),甲测资字6100160,甲级,陕西,"甲级：大地测量：卫星定位测量、全球导航卫星系统连续运行基准站网位置数据服务、水准测量、三角测量、大地测量数据处理；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；工程测量：控制测量、地形测量、变形形变与精密测量、工程测量监理；不动产测绘：地籍测绘。***
乙级：地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业。***"
甘肃国图测绘地理信息有限公司,甲测资字6200235,甲级,甘肃,"甲级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感监理；地理信息系统工程：地理信息系统工程监理(相应于上述限额。)；工程测量：建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、工程测量监理(相应于上述限额。)；不动产测绘：不动产测绘监理(相应于上述限额。)；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
甘肃煤田地质局一四六队,甲测资字6200193,甲级,甘肃,"甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
甘肃大禹九洲空间信息科技有限公司,甲测资字6200148,甲级,甘肃,"甲级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、地下管线测量；不动产测绘：地籍测绘、房产测绘。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、水准测量(三等以下)、大地测量数据处理(相应于上述限额)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；地理信息系统工程：地理信息软件开发；工程测量：变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)、水利工程测量(不得承担特大型水利水电工程。)；不动产测绘：行政区域界线测绘；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
甘肃省地质矿产勘查开发局第三地质矿产勘查院,甲测资字6200201,甲级,甘肃,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘、不动产测绘监理。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)；工程测量：变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘、不动产测绘监理(相应于上述限额。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
